Country,Continent,Capital,Language,Currency,Domain,Driving Side,License Plate,Bollard,Chevron,Utility Pole,Curb,Guardrail,Lanes,Stop Sign,Pedestrian Sign,Direction Sign,Road Number,Road Sign,Sign/Traffic Post,Architecture,Landscape,Google Car,Follow Car,Street,Rift,Camera Generation,Miscellaneous
Brazil,South America,Brasilia,portuguese,,.br,right,"white,top_blue_strip,red_commercial",,"yellow_on_black,black_on_yellow","ladder_poles_with_huge_gaps_between_steps,round_poles_Sao_Paulo,wooden_poles_Rio_Grande_do_Sul_Amazonas_Roraima_Rio_de_Janeiro,marking_starting_with_letter_Bahia_and_Pernambuco,marking_starting_with_number_Goias,small_yellow_plate_Rio_Grande_do_Norte,black_paint_with_white_letters_Parana,small_beige_plate_Maranhao,brown_mushroom_insulators_Pernambuco,white_mushroom_insulators_Bahia,transparent_insulators_Alagoas_and_Santa_Catarina,needle_insulators_Rio_de_Janeiro,top_insulator_and_alternating_insulators_Mato_Grosso,pencil_pole_Rio_de_Janeiro,long_insulators_with_coils_Ceara,alternating_insulators_Para_and_Mato_Grosso,F_poles_Rio_Grande_de_Norte,armless_lamps_south,colorful_lamps_Roraima,wing_shaped_lamp_arms_Ceara,spheres_on_top_south,yellow_plates_with_black_letters_Sao_Paulo,blue_stickers_south,curved_lamp_arm_Rio_de_Janeiro,blue_lamp_with_orange_arm_Teresina,electricity_meters_Cuiaba,white_plate_attached_to_lamp_arm_Uberaba,zigzag_lamp_arms_Caxias_do_Sul,red_blue_white_stripes_Santa_Catarina",white,,"white_outer,yellow_center,divided_highways_Sao_Paulo",PARE,,"green_background,blue_background",,"blue_markers,white_background,yellow_diamond,circular_white_background_red_border",black_back,"orange_tiled_roofs,satellite_dishes,fortlev_water_tanks,metal_trash_baskets,european_structures_Santa_Catarina,wooden_houses_on_stilts_Acre","dry_shrubs_succulents_northeast,dense_rainforest_northwest,small_grass_hills_far_west,thin_grass_far_northwest,flat_green_fields_far_south,rolling_grassy_hills_Rio_de_Janeiro,mountains_with_exposed_rocks_Espirito_Santo,parana_pines_Rio_Grande_do_Sul,coconut_trees_north_and_east_coast,babassu_palms_amazon,acai_palms_far_north,moriche_palms_northwest,macaw_palms_central_south,long_stems_with_leaves_far_northeast,very_tall_grass_central,tall_thin_trees_south_and_far_north,sugar_cane_Sao_Paulo_and_northeast,soybeans_central_and_south,coffee_beans_southeast,dry_red_road_Piaui,white_sand_dunes_Maranhao","white_rear_with_stubby_antenna_gen3,no_antenna_gen3,blue_rear_gen4,smudge_right_Amapa_gen4,glitch_Rio_Grande_do_Sul_gen3",,"cobblestone_pavement_northeast_and_Rio_Grande_do_Sul,hexagonal_tiles_Santa_Catarina,red_brick_pavement_far_west,square_or_jagged_tiles_Santa_Catarina",Alagoas_gen3,"2,3,4",
Chile,South America,Santiago,spanish,,.cl,right,"white,orange_commercial",spanish_bollards,black_on_yellow,"concrete_poles_with_long_indent,orange_lamps_Calama_Antofagasta,green_dome_lamps_Copiapo,photocell_on_lamps_Santiago,blue_rectangular_lamps_Concepcion,white_paint_black_text_Arica,round_poles_with_black_paint_El_Salvador",,red_bridge_fence_posts,"all_white,all_yellow_concrete_road_Tierra_del_Fuego",PARADA,,"orange_background_Lanco,blue_background,green_background",,,indents,"large_radio_telescopes_northeast,metal_sheet_roofs","atacama_desert_northern_third,semi_arid_around_Santiago,rolling_agricultural_landscape_Isla_Grande_de_Chiloe,chilean_rhubarb_Isla_Grande,lush_green_valleys_with_rocky_mountains_Los_Lagos","distinct_white_rear, towing_white_trailer_Santiago,horse_trekker_San_Filipe,glacier_trekker_Torres_del_Paine,white_pickup_truck_with_some_blur_Puerto_Williams",,,,"2,3,4",
Colombia,South America,Bogota,spanish,,.co,right,"yellow,white_commercial",spanish_bollards,black_on_yellow,"black_and_yellow_stripes,octagonal_poles,dark_colored_poles,black_and_long_yellow_stripes_Cordoba,trapezoidal_lamp_support_Barranquilla",,wooden_fence,"white_outer,yellow_center",PARE,,,,"cross_on_back,green_marker_with_Pr,white_stone_black_text",,metal_sheet_roofs,"white_sandy_soil_north,flat_grassland_east,lush_mountainous_center","stubby_antenna,black_rear,white_rear,grey_rear,white_or_silver_without_antenna_gen4,glitch_southwest,roofless_vehicle_far_southeast,white_car_San_Andres,grey_truck_with_antenna_Providencia",,"pastel_yellow_taxis,red_tiles_on_sidewalk",,"2,3,4",afro_africans_west_coast
Curacao,South America,Willemstad,"dutch,english",,.cw,right,white,,red_on_white,white_painted_bottom,,type-A,"white_outer,white_center",,5_stripes,blue_background,,colored_border_visible_through_back,"yellow,red_and_white_stripes,black_and_white_stripes","metal_roofs,pastel_colored_houses,wind_turbines_east","cacti,green_dry_hills_west",roof_rack_with_white_sticker_back_right,,,,3,
Ecuador,South America,Quito,spanish,,.ec,right,"white,orange_commercial",2_red_stripes,black_on_yellow,"ladder_poles,round_poles",,double_guardrails,"white_outer,yellow_center",PARE,,green_background,,"white_background,red_circle,square_black_border,green_markers,yellow_diamond",teal_blue_back,"grey_bricks,metal_roofs","mountainous_middle,flat_west_and_east,banana_southwest,extremely_dry_west_coast,flat_and_open_around_Guayaquil,flat_tropical_Amazon,hilly_tropical_northwest,mountainous_and_exposed_red_dirt_south,semi_arid_central,volcanic_soil_with_crater_and_shrubs_Galapagos","stubby_antenna_gen3,white_truck_gen4,antenna_coiled_top_north,antenna_coiled_below_south",,"concrete_roads,hexagonal_tiles,yellow_taxis_with_letters_on_top",,"3,4,shitcam",
Peru,South America,Lima,spanish,,.pe,right,"white,yellow_commercial","triangular_bollards_with_yellow_reflectors,white_bollards_with_yellow_or_red_reflectors,white_bollards_with_black_and_yellow_top_south",,"fork_poles,black_and_yellow_stripes",,black_and_yellow_stripes,"white_outer,yellow_center",PARE,,,,"black_and_white_marker,s/","black_and_white_stripes,concrete_blocks_on_bottom","simple_colored_houses_with_darker_layer_bottom,wooden_doors_painted_brown_or_red,tiled_roofs,window_balconies,red_brick_buildings_south,overhanging_roofs_with_wooden_support_north,orange_bridges,wall_paintings","mountainous_west,troical_flat_east,flat_desert_northwest,dry_flat_rolling_hills_with_withered_bushes_northwest,coconut_palms_northwest_coast,olive_trees_far_south,sugar_cane_northwest_coast,banana_plantation_northwest_coast,flat_and_low_grass_south,exposed_rocks_central,light_green_lichen_south,red_soil_north_and_south,flat_and_barren_desert_south","black_rear,white_rear,white_car_central_Cusco,train_trekker_Cusco",,"tuktuks,red_and_white_stickers_on_vehicles,boulevards_Lima",,"2,3,4",
Uruguay,South America,Montevideo,spanish,,.uy,right,"white,blue_bar_top",white_or_yellow_bollards,black_on_yellow,"trident_poles_with_standing_insulators,square_concrete_poles",,"type-A,red_or_yellow_reflectors,3.5_sides_on_supports","white_outer,double_yellow_with_white_dash_center",PARE,,"green_background,yellow_background",,green_markers_with_K,"wooden_post_with_4_holes,black_and_white_stripes","concrete,flat_roofs,withered_houses","clustered_trees,hilly_exposed_rocks_southeast,hilly_dark_soil_north,dense_trees_north_and_northwest,very_flat_east","black_rear,grey_car_with_orange_strap_Cabo_Polonio,white_car_far_north,abandoned_buildings_trekker_Isla_de_Flores",,"cattle,divided_highways_Montevideo,trash_bins_with_orange_lids_southeast",,3,overcast_weather
American Samoa,Oceania,Pago Pago,"english,samoan",usd,.as,right,"skyblue,white_commercial",concrete_squares,,,,"type-A,white_reflector",yellow_center,,,,,"yellow_diamond,green_tsunami_warning_sign",,"metal_sheet_roofs,pillars","green_tropical_mountains,palm_trees","rusted_black_truck_bed,boat_trekker,white_sand_beach_trekker_Rose_Atoll",,philippines_style_bus,,3,
Australia,Oceania,Canberra,english,,.au,left,various_design,"flat_white_bollards_with_rectangular_red_and_grey_reflectors,short_reflectors_Queensland_and_South_Australia,brown_paint_bottom_west,black_and_white_diagonal_stripes_west,black_and_yellow_stripes_Queensland","black_on_white,black_on_yellow","green_painted_bottom_west,trident_poletop_west_and_southeast,stobie_pole_south,rusty_metal_poles_with_holes_north,black_marking_with_diagonal_numbers_Queensland,circular_blue_stickers_Queensland,trident_poletops_with_coiled_insulators_angled_upwards_Queensland,trident_poletops_with_thin_coils_Victoria,olive_green_possum_guards_Tasmania,thin_metal_crossbar_Tasmania,white_rectangular_stickers_with_blue_rectangle_Melbourne",sloped_Perth,black_diagonal_dash_on_yellow_background_New_South_Wales,"white_outer,white_center,rumble_strips,gaps_south,all_yellow_southeast",STOP,,"brown_background,green_background_with_white_arrows,white_background_Tasmania",C_roads_Victoria_and_Tasmania,"give_way_signs_with_black_text,white_rectangular_with_red_circle,dark_green_property_markers_west,white_property_markers_south,25_speed_limit_signs_south,130_speed_limit_signs_north,fluorescent_border_northeast,red_no_stopping_signs_New_South_Wales,white_vertical_keep_left_signs_north_and_east,white_no_stopping_signs_Australian_Capital_Territory,yellow_diamond_koala_signs,blue_signs_NSW,fire_signs_with_rainbow_logo","yellow_post_west,flat_posts_west_and_south,yellow_stickers_north",,"gum_trees,orange_soil_west,brush_plants_west,dark_red_soil_with_black_tree_trunks_Darwin,termite_mounds_north,dry_bright_soil_with_shrubs_south,green_or_golden_fields_southeast,tropical_far_northeast,sugar_cane_northeast,flat_dark_red_soil_with_pale_shrubs_northwest_NSW,template_climate_Tasmania","long_antenna_gen1_3,white_cars_with_various_snorkels_NSW,car_trunk_open_far_west",,"white_hydrant_poles_with_blue_circle_and_orange_top_Victoria,metal_hydrants_with_red_top_Victoria,Hungry_Jacks,buses_with_blue_painted_bottom_NSW,buses_with_blue_and_yellow_painted_Queensland,orange_or_green_buses_with_triangles_drawn_Victoria,grey_buses_with_transperth_written_Perth,orange_painted_bottom_Darwin",,"1,2,3,4",
Christmas Island,Oceania,Flying Fish Cove,"english,malay,chinese",,.cx,left,yellow,australian_bollards,,,,,white,,,,,give_way_signs_with_black_text,,urban_northeast,"tropical_forest,unpaved_roads,bright_white_sandy_soil,palms","silver_pickup_truck_with_back_visible,boat_trekker_north,red_crabs_trekker_east",,,,3,
Cocos Islands,Oceania,West Island,"english,malay",,.cc,left,"white,blue_text",australian_bollards,white_on_black,,,,,,,,,give_way_signs_with_black_text,,,"unpaved_roads,bright_white_sandy_soil,palms,flat","round_snorkel_with_corners_of_car_visible_west,white_rear_northeast,runway_west,ocean_trekkers_with_white_sand",white_car_airport,cross_hatched_pavement_northeast,,3,
Guam,Oceania,Hagatna,english,,.gu,right,white,,,thick_concrete_poles,,,"white_outer,yellow_center,reflectors",,,green_background,,,,"bungalows,asian_stores","tropical,hilly_south,flat_north","antenna_front_right,portion_of_roof_rack",,electrical_access_panels,,3,
New Zealand,Oceania,Wellington,english,,.nz,left,white,"white_bollards_with_red_strip,green_strip_central_south,black_strip_Wellington","black_on_yellow,white_on_black","long_indent,concrete_poles,wooden_poles,holey_poles,olive_brown_possum_guard_northern_south,long_cylindrical_silver_guard_southern_south,square_concrete_poles_without_indent_southern_south,middle_insulator_on_tall_metal_bar_Auckland,white_paint_on_middle_of_crossbar_north,yellow_tag_eastern_north,yellow_danger_sticker_north,black_sticker_with_5_digits_western_south_and_southern_north,black_sticker_with_6_digits_north_and_southern_south,vertical_orange_paint_with_DANGER_LIVE_WIRES_central_south,black_horizontal_sticker_southwestern_north,white_horizontal_sticker_north",,"bridge_white_markers,bridge_yellow_markers","white_outer,white_center,yellow_center,white_triangle,white_outer_without_center_eastern_north_and_Wellington",,,"blue_background,green_background_with_red_crest",,"give_way_signs_with_red_text,yellow_diamond","white_post,yellow_post_for_traffic_lights","metal_roofs,tiled_roofs","hilly_Wellington,ferns,rolling_hills_north,tall_mountains_western_south,cold_climate_southern_south,snowy_mountain_range_Southern_Alps,dry_golden_hills_southeastern_north,bright_sandy_cliffs_southwestern_north,teal_colored_lakes_around_Queenstown,mountain_with_smooth_slopes_in_distance_southwestern_north,gravel_roads_northern_north,tall_hedges_Tauranga_and_eastern_south,corn_plantation_north,flax_southern_south","white_and_blue_front_north,blurred_front_south_and_northern_north,black_front_north",,"small_boats_Stewart_Island,green_bus_lanes,red_or_green_bicycle_lanes","wooden_fences_with_tightly_packed_fence_posts_north_and_northern_south,wooden_fences_with_big_gap_south_and_northwestern_north,fences_with_thin_metal_posts_south,pieces_of_wood_attached_to_fence_post_southeastern_north,long_pieces_of_wood_attached_to_fence_post_eastern_north_and_southern_south","1,2,3,4",
Northern Mariana Islands,Oceania,Saipan,english,,.mp,right,white,,,wooden_poles,,,"white_outer,yellow_center,reflectors",,,"blue_background,cup_shaped_black_and_white_signs",,"no_casino_signs,green_marker_with_fraction,no_km_on_speed_signs",,asian_stores,"tropical,flame_trees","antenna_front_right,closer_antenna",,square_trash_bins,,3,
Pitcairn Islands,Oceania,Adamstown,"english,pitkern",,.pn,left,white,,,"wooden_poles,concrete_poles",,type-A,,,,white_background,,,,,"tropical,forested,red_soil","grey_hat_trekker_Henderson_island,beach_trekker_Henderson_island,hair_trekker_Adamstown",,,,trekker,
